English,Amharic
5  At this the sons of Heth answered Abraham:,5  በዚህ ጊዜ የሄት ወንዶች ልጆች ለአብርሃም እንዲህ ሲሉ መለሱለት፦
"6  “Hear us, my lord. You are a chieftain of God* among us.+ You may bury your dead in the choicest of our burial places. None of us will hold back his burial place from you to prevent you from burying your dead.” ",6  “ስማን ጌታዬ። አንተ እኮ በመካከላችን አምላክ የመረጠህ አለቃ* ነህ።+ ካሉን የመቃብር ስፍራዎች ምርጥ በሆነው ቦታ አስከሬንህን መቅበር ትችላለህ። ከእኛ መካከል አስከሬንህን እንዳትቀብር የመቃብር ቦታውን የሚከለክልህ ማንም የለም።”
"7  So Abraham got up and bowed down to the people of the land, to the sons of Heth,+",7  በመሆኑም አብርሃም ተነሳ፤ ለዚያ አገር ሰዎች ይኸውም ለሄት+ ወንዶች ልጆች ሰገደ፤
"8  and said to them: “If you* agree to let me remove my dead for burial, then listen to me and urge Eʹphron the son of Zoʹhar",8  እንዲህም አላቸው፦ “አስከሬኔን ወስጄ እንድቀብር ከፈቀዳችሁልኝ* አንዴ ስሙኝ፤ የጾሃር ልጅ የሆነውን ኤፍሮንን
"9  to sell me the cave of Mach·peʹlah, which belongs to him; it is at the edge of his field. Let him sell it to me in your presence for the full amount of silver+ so that I may have a property for a burial place.”+ ",9  በእርሻ ቦታው ዳርቻ ላይ የሚገኘውን የእሱ ንብረት የሆነውን የማክፈላ ዋሻ እንዲሸጥልኝ ለምኑልኝ። የመቃብር ስፍራ የሚሆን ርስት+ እንዲኖረኝ ቦታው የሚያወጣውን ብር+ በሙሉ ልስጠውና በእናንተ ፊት ይሽጥልኝ።”
"10  Now Eʹphron was sitting among the sons of Heth. So Eʹphron the Hitʹtite answered Abraham in the hearing of the sons of Heth, and before all who entered the gate of his city,+ saying:",10  ኤፍሮን በሄት ወንዶች ልጆች መካከል ተቀምጦ ነበር። ስለሆነም ሂታዊው ኤፍሮን የሄት ወንዶች ልጆች እየሰሙ በከተማው በር+ በሚገቡት ሰዎች ሁሉ ፊት ለአብርሃም እንዲህ ሲል መለሰለት፦
"11  “No, my lord! Listen to me. I give you both the field and the cave that is in it. In the presence of the sons of my people, I give it to you. Bury your dead.”",11  “የለም ጌታዬ! አዳምጠኝ። የእርሻ ቦታውንም ሆነ በውስጡ ያለውን ዋሻ ሰጥቼሃለሁ። የሕዝቤ ልጆች በተገኙበት ለአንተ ሰጥቼሃለሁ። አስከሬንህን በዚያ ቅበር።”
12  At that Abraham bowed down before the people of the land,12  በዚህ ጊዜ አብርሃም በአገሩ ሰዎች ፊት ሰገደ፤
"13  and spoke to Eʹphron in the hearing of the people, saying: “Listen to me, if you will! I will give you the full amount of silver for the field. Take it from me, in order that I may bury my dead there.” ",13  የአገሩ ሰዎችም እየሰሙ ኤፍሮንን እንዲህ አለው፦ “ፈቃድህ ከሆነ ስማኝ! የእርሻ ቦታው የሚያወጣውን ብር በሙሉ እሰጥሃለሁ። አስከሬኔን በዚያ እንድቀብር ብሩን ተቀበለኝ።”
14  Then Eʹphron answered Abraham:,14  ከዚያም ኤፍሮን ለአብርሃም እንዲህ ሲል መለሰ፦
"15  “My lord, listen to me. This land is worth 400 silver shekels,* but what is that between me and you? So bury your dead.”",15  “ጌታዬ እኔ የምልህን ስማኝ። የዚህ መሬት ዋጋ 400 የብር ሰቅል* ነው፤ ታዲያ ይህ በእኔና በአንተ መካከል ያን ያህል ትልቅ ነገር ሆኖ ነው? ይልቁንስ አስከሬንህን በዚያ ቅበር።”
"16  Abraham listened to Eʹphron, and Abraham weighed out to Eʹphron the amount of silver that he had mentioned in the hearing of the sons of Heth, 400 silver shekels* according to the weight accepted by the merchants.+",16  አብርሃም፣ ኤፍሮን ያለውን ሰማ፤ አብርሃምም ኤፍሮን በሄት ወንዶች ልጆች ፊት የተናገረውን የብር መጠን ሰጠው፤ በነጋዴዎቹ ዘንድ ተቀባይነት ባለው ሚዛን መሠረት 400 ሰቅል* ብር ለኤፍሮን መዘነለት።+
"17  Thus the field of Eʹphron in Mach·peʹlah, which was in front of Mamʹre—the field and the cave in it and all the trees within the boundaries of the field—became confirmed as",17  በዚህ መንገድ በማምሬ ፊት ለፊት የነበረው በማክፈላ የሚገኘው የኤፍሮን የእርሻ ቦታ ይኸውም የእርሻ ቦታው፣ በውስጡ ያለው ዋሻና በእርሻ ቦታው ክልል ውስጥ የሚገኙት ዛፎች በሙሉ
"18  Abraham’s purchased property in the presence of the sons of Heth, before all those entering the gate of his city.",18  አብርሃም የገዛቸው ንብረቶች መሆናቸው የሄት ወንዶች ልጆች በተገኙበት በከተማው በር በሚገቡት ሰዎች ሁሉ ፊት ተረጋገጠ።
"19  After that Abraham buried his wife Sarah in the cave of the field of Mach·peʹlah in front of Mamʹre, that is, Hebʹron, in the land of Caʹnaan.",19  ከዚያ በኋላ አብርሃም ሚስቱን ሣራን በማምሬ ይኸውም በከነአን ምድር ባለው በኬብሮን ፊት ለፊት በሚገኘው በማክፈላ የእርሻ ቦታ ውስጥ ባለው ዋሻ ቀበራት።
20  Thus the field and the cave that was in it were transferred by the sons of Heth to Abraham as property for a burial place.+,20  በዚህ መንገድ የእርሻ ቦታውና በውስጡ የሚገኘው ዋሻ የመቃብር ቦታ እንዲሆን ከሄት ወንዶች ልጆች ለአብርሃም በርስትነት ተሰጠ።+
"34  Now Diʹnah, Jacob’s daughter by Leʹah,+ used to go out to spend time with* the young women of the land.+",34  ያዕቆብ ከሊያ የወለዳት ዲና+ የተባለችው ልጅ እዚያ አገር ካሉ ወጣት ሴቶች ጋር ጊዜ ለማሳለፍ* ትወጣ ነበር።+
"2  When Sheʹchem, the son of Haʹmor the Hiʹvite,+ a chieftain of the land, saw her, he took her and lay down with her and violated her.",2  የአገሩ አለቃ የሆነው የሂዋዊው+ የኤሞር ልጅ ሴኬም ዲናን አያት፤ ከዚያም ወሰዳትና አብሯት ተኛ፤ አስገድዶም ደፈራት።
"3  And he* became very attached to Diʹnah, the daughter of Jacob, and he fell in love with the young woman and spoke persuasively to her.*",3  እሱም ልቡ* በያዕቆብ ልጅ በዲና ተማረከ፤ ወጣቷንም አፈቀራት፤ በሚያባብሉ ቃላትም አነጋገራት።*
4  Finally Sheʹchem said to Haʹmor+ his father: “Get me this young woman to be my wife.”,4  በመጨረሻም ሴኬም አባቱን ኤሞርን+ “ከዚህች ልጅ ጋር አጋባኝ” አለው።
"5  When Jacob heard that he had defiled Diʹnah his daughter, his sons were with his herd in the field. So Jacob kept silent until they returned.",5  ያዕቆብ፣ ሴኬም ልጁን ዲናን እንዳስነወራት በሰማ ጊዜ ወንዶች ልጆቹ በመስክ መንጎቹን እየጠበቁ ነበር። በመሆኑም ያዕቆብ ልጆቹ እስኪመለሱ ድረስ ዝም አለ።
"6  Later Haʹmor, Sheʹchem’s father, went out to speak with Jacob.",6  በኋላም የሴኬም አባት ኤሞር ከያዕቆብ ጋር ለመነጋገር ወጣ።
"7  But the sons of Jacob heard about it and returned from the field right away. They were offended and very angry because he had disgraced Israel by lying down with Jacob’s daughter,+ something that should not be done.+ ",7  ሆኖም የያዕቆብ ወንዶች ልጆች ስለ ሁኔታው ሰሙ፤ ወዲያውኑም ከመስክ መጡ። ሴኬም የያዕቆብን ሴት ልጅ በመድፈር ፈጽሞ መደረግ የማይገባውን ድርጊት ስለፈጸመና+ በዚህም እስራኤልን ስላዋረደ በጣም ተበሳጩ፤ እጅግም ተቆጡ።+
"8  Haʹmor spoke with them, saying: “My son Sheʹchem longs for* your daughter. Please give her to him as his wife,",8  ኤሞርም እንዲህ አላቸው፦ “ልጄ ሴኬም ልጃችሁን በጣም ወዷታል።* እባካችሁ ሚስት እንድትሆነው ስጡት፤
"9  and form marriage alliances* with us. Give us your daughters, and take our daughters for yourselves.+",9  በጋብቻም እንዛመድ። ሴቶች ልጆቻችሁን ዳሩልን፤ የእኛንም ሴቶች ልጆች አግቡ።+
"10  You may dwell with us, and the land will become available for you. Dwell and carry on trade in it and settle in it.”",10  አብራችሁንም መኖር ትችላላችሁ፤ አገራችን አገራችሁ ናት። ኑሩባት፤ ነግዱባት፤ ሀብትም አፍሩባት።”
"11  Then Sheʹchem said to her father and to her brothers: “Let me find favor in your eyes, and I will give you whatever you ask me.",11  ከዚያም ሴኬም አባቷንና ወንድሞቿን እንዲህ አላቸው፦ “በፊታችሁ ሞገስ ላግኝ እንጂ የምትጠይቁኝን ሁሉ እሰጣለሁ።
12  You can demand from me a very high bride price and gift.+ I am willing to give whatever you may say to me. Just give me the young woman as a wife.”,12  ብዙ ጥሎሽና ስጦታ ልትጠይቁኝ ትችላላችሁ።+ እኔ የጠየቃችሁኝን ሁሉ ለመስጠት ፈቃደኛ ነኝ። ብቻ ይህችን ወጣት ሚስቴ እንድትሆን ስጡኝ።”
13  And Jacob’s sons answered Sheʹchem and Haʹmor his father deceitfully because he had defiled Diʹnah their sister.,13  የያዕቆብ ወንዶች ልጆችም ሴኬም እህታቸውን ዲናን ስላስነወረ ለእሱና ለአባቱ ለኤሞር ተንኮል ያዘለ መልስ ሰጧቸው።
"14  They said to them: “We cannot possibly do such a thing, to give our sister to a man who is not circumcised,*+ for that is a disgrace to us.",14  እንዲህም አሏቸው፦ “እንዲህ ያለ ነገር ፈጽሞ አናደርግም፤ እህታችንን ላልተገረዘ ሰው አንሰጥም፤+ ምክንያቱም ይህ ለእኛ ውርደት ነው።
15  We can only consent on this condition: that you become like us and circumcise all your males.+,15  በሐሳባችሁ የምንስማማው እኛን ከመሰላችሁና የእናንተ የሆነው ወንድ ሁሉ እንዲገረዝ ካደረጋችሁ ብቻ ነው።+
"16  Then we will give our daughters to you, and we will take your daughters for ourselves, and we will dwell with you and become one people.",16  ከዚያም ሴቶች ልጆቻችንን እንድርላችኋለን፤ እኛም ሴቶች ልጆቻችሁን እናገባለን፤ አብረናችሁም እንኖራለን፤ አንድ ሕዝብም እንሆናለን።
"17  But if you do not listen to us and get circumcised, then we will take our daughter and go.” ",17  የምንላችሁን የማትሰሙና ለመገረዝ ፈቃደኛ የማትሆኑ ከሆነ ግን ልጃችንን ይዘን እንሄዳለን።”
"18  Their words pleased Haʹmor+ and Sheʹchem, Haʹmor’s son.+",18  የተናገሩትም ነገር ኤሞርንና+ ልጁን ሴኬምን+ ደስ አሰኛቸው።
"19  The young man did not delay in doing what they asked,+ because he found delight in Jacob’s daughter, and he was the most honorable of the whole house of his father. ",19  ወጣቱም ያሉትን ነገር ለማድረግ ጊዜ አልወሰደበትም፤+ ምክንያቱም የያዕቆብን ልጅ ወዷት ነበር፤ ደግሞም በአባቱ ቤት ካሉት ሰዎች ሁሉ እጅግ የተከበረ ነበር።
"20  So Haʹmor and his son Sheʹchem went to the city gate and spoke to the men of their city,+ saying:",20  በመሆኑም ኤሞርና ልጁ ሴኬም ወደ ከተማዋ በር በመሄድ በከተማቸው የሚኖሩትን ወንዶች+ እንዲህ አሏቸው፦
"21  “These men wish to be at peace with us. Let them dwell in the land and carry on trade in it, for the land is large enough to accommodate them. We can take their daughters as wives, and our daughters we can give to them.+",21  “እነዚህ ሰዎች ከእኛ ጋር በሰላም መኖር ይፈልጋሉ። ምድሪቱ ለእነሱም ስለምትበቃ በምድሪቱ ይኑሩ፤ እንዲሁም ይነግዱ። ሴቶች ልጆቻቸውን ማግባት፣ የእኛንም ሴቶች ልጆች ለእነሱ መዳር እንችላለን።+
22  Only on this one condition will the men consent to dwell with us in order to become one people: that every male among us be circumcised just the way they are circumcised.+,22  ሆኖም ሰዎቹ ከእኛ ጋር አንድ ሕዝብ በመሆን አብረውን ለመኖር የሚስማሙት፣ ልክ እነሱ እንደተገረዙት የእኛ የሆኑ ወንዶች ሁሉ የሚገረዙ ከሆነ ብቻ ነው።+
"23  Then, will not their possessions, their wealth, and all their livestock be ours? So let us give them our consent that they may dwell with us.”",23  እንዲህ ብናደርግ ንብረታቸው፣ ሀብታቸውና ከብቶቻቸው ሁሉ የእኛ ሆኑ ማለት አይደለም? በመሆኑም ከእኛ ጋር ለመኖር ባቀረቡት ሐሳብ እንስማማ።”
"24  All those going out by the gate of his city listened to Haʹmor and to his son Sheʹchem, and all the males got circumcised, all those going out of the city gate. ",24  በከተማው በር የሚወጡ ሁሉ ኤሞርና ልጁ ሴኬም ያሏቸውን ሰሙ፤ በከተማዋም በር የሚወጡ ወንዶች በሙሉ ተገረዙ።
"25  However, on the third day, when they were still in pain, two sons of Jacob, Simʹe·on and Leʹvi, Diʹnah’s brothers,+ each took his sword and went into the unsuspecting city and killed every male.+",25  ሆኖም በሦስተኛው ቀን፣ ሰዎቹ ገና ቆስለው እያሉ የዲና ወንድሞች+ የሆኑት ሁለቱ የያዕቆብ ልጆች ማለትም ስምዖንና ሌዊ ማንም ሳይጠረጥራቸው ሰይፋቸውን ይዘው ወደ ከተማዋ በመግባት ወንዶቹን ሁሉ ገደሉ።+
26  They killed Haʹmor and his son Sheʹchem with the sword and then took Diʹnah from Sheʹchem’s house and left.,26  ኤሞርንና ልጁን ሴኬምን በሰይፍ ገደሏቸው፤ ከዚያም ዲናን ከሴኬም ቤት ይዘው ሄዱ።
27  Jacob’s other sons came upon the slain men and plundered the city because they had defiled their sister.+,27  ሌሎቹ የያዕቆብ ወንዶች ልጆችም በሬሳ ላይ እየተረማመዱ ከተማዋን ዘረፉ፤ ይህን ያደረጉትም እህታቸው ስለተነወረች ነው።+
"28  They took their flocks, their herds, their donkeys, and whatever was in the city and in the field.",28  እነሱም መንጎቻቸውን፣ ከብቶቻቸውን፣ አህዮቻቸውን እንዲሁም በከተማዋ ውስጥና በመስክ ያገኙትን ሁሉ ወሰዱ።
"29  They also took all their possessions, captured all their little children and their wives, and plundered everything in the houses. ",29  በተጨማሪም ንብረቶቻቸውን በሙሉ ወሰዱ፤ እንዲሁም ትናንሽ ልጆቻቸውንና ሚስቶቻቸውን ማረኩ፤ በየቤቱ ያገኙትን ሁሉ ዘረፉ።
"30  At this Jacob said to Simʹe·on and to Leʹvi:+ “You have brought great trouble* on me in making me a stench to the inhabitants of the land, to the Caʹnaan·ites and the Perʹiz·zites. I am few in number, and they will certainly gather together to attack me and I will be annihilated, I and my house.”",30  በዚህ ጊዜ ያዕቆብ፣ ስምዖንንና ሌዊን+ እንዲህ አላቸው፦ “በዚህች አገር በሚኖሩት በከነአናውያንና በፈሪዛውያን ዘንድ እንደ ጥምብ እንድቆጠር በማድረግ ከፍተኛ ችግር ውስጥ ከተታችሁኝ።* እኔ እንግዲህ በቁጥር አነስተኛ ነኝ፤ እነሱም በእኔ ላይ ጥቃት ለመሰንዘር ግንባር ፈጥረው መምጣታቸው አይቀርም፤ በዚ
31  But they said: “Should anyone treat our sister like a prostitute?”,31  እነሱ ግን “ታዲያ ማንም እህታችንን እንደ ዝሙት አዳሪ ቆጥሮ እንዲህ ያለ ድርጊት ይፈጽምባት?” አሉ።
"19  The two angels arrived at Sodʹom by evening, and Lot was sitting in the gate of Sodʹom. When Lot saw them, he got up to meet them and bowed down with his face to the earth.+",19  ሁለቱ መላእክት ምሽት ላይ ሰዶም ደረሱ፤ ሎጥም በሰዶም በር ተቀምጦ ነበር። እሱም ባያቸው ጊዜ ተነስቶ ወደ እነሱ ሄደ፤ በግንባሩም መሬት ላይ ተደፋ።+
"2  And he said: “Please, my lords, turn aside, please, into the house of your servant and stay overnight and have your feet washed. Then you may get up early and travel on your way.” To this they said: “No, we will stay overnight in the public square.”",2  እንዲህም አለ፦ “ጌቶቼ፣ እባካችሁ ወደ አገልጋያችሁ ቤት ጎራ በሉና እደሩ፤ እግራችሁንም ታጠቡ። ከዚያም በማለዳ ተነስታችሁ ጉዟችሁን ትቀጥላላችሁ።” እነሱም መልሰው “አይሆንም፣ አደባባዩ ላይ እናድራለን” አሉ።
"3  But he was so insistent with them that they went with him to his house. Then he made a feast for them, and he baked unleavened bread, and they ate. ",3  እሱ ግን አጥብቆ ስለለመናቸው አብረውት ወደ ቤቱ ሄዱ። ከዚያም ግብዣ አደረገላቸው። ቂጣም ጋገረላቸው፤ እነሱም በሉ።
"4  Before they could lie down to sleep, the men of the city—the men of Sodʹom from boy to old man, all of them—surrounded the house in one mob.",4  ከመተኛታቸውም በፊት የከተማዋ ሰዎች ማለትም በሰዶም ያሉ ወንዶች ሁሉ ከልጅ እስከ አዋቂ ድረስ ግልብጥ ብለው በመውጣት ቤቱን ከበቡት።
5  And they kept calling out to Lot and saying to him: “Where are the men who came in to you tonight? Bring them out to us so that we may have sex with them.”+,5  ሎጥንም ደጋግመው በመጥራት “በዚህ ምሽት ወደ አንተ የመጡት ሰዎች የት አሉ? ከእነሱ ጋር የፆታ ግንኙነት እንድንፈጽም ወደ ውጭ አውጣልን” ይሉት ጀመር።+
"6  Then Lot went out to them to the doorway, and he shut the door behind him.",6  ከዚያም ሎጥ ወደ እነሱ ወደ ውጭ ወጣ፤ በሩንም ከኋላው ዘጋው።
"7  He said: “Please, my brothers, do not act wickedly.",7  እንዲህም አላቸው፦ “እባካችሁ ወንድሞቼ፣ እንዲህ ያለ ክፉ ድርጊት አትፈጽሙ።
"8  Please, here I have two daughters who have never had sexual relations with a man. Please, let me bring them out to you for you to do to them whatever seems good to you. But do not do anything to these men, for they have come under the shelter* of my roof.”+",8  እባካችሁ፣ ከወንድ ጋር የፆታ ግንኙነት ፈጽመው የማያውቁ ሁለት ሴቶች ልጆች አሉኝ። እባካችሁ፣ እነሱን ላውጣላችሁና መልካም መስሎ የታያችሁን አድርጉባቸው። እነዚህ ሰዎች ግን በጣሪያዬ ጥላ* ሥር ስለተጠለሉ በእነሱ ላይ ምንም ነገር አታድርጉ።”+
"9  At this they said: “Stand back!” And they added: “This lone foreigner came to live here, and yet he dares to judge us! Now we are going to do worse to you than to them.” And they crowded in* on Lot and moved forward to break down the door.",9  በዚህ ጊዜ ሰዎቹ “ዞር በል!” አሉት። ከዚያም “ይህ ወገን የሌለው መጤ፣ ደግሞ በእኛ ላይ ዳኛ ልሁን ይላል እንዴ! በእነሱ ላይ ልናደርግ ካሰብነው የከፋ ነገር እንዳናደርግብህ” አሉት። ሎጥንም በኃይል ገፉት፤ በሩንም ሊሰብሩት ተቃረቡ።
"10  So the men reached out their hands and brought Lot into the house with them, and they shut the door.",10  ስለሆነም ውስጥ የነበሩት ሰዎች እጃቸውን ወደ ውጭ ዘርግተው ሎጥን እነሱ ወዳሉበት ወደ ቤት አስገቡት፤ በሩንም ዘጉት።
"11  But they struck the men who were at the entrance of the house with blindness, from the least to the greatest, so that they wore themselves out trying to find the doorway. ",11  ሆኖም በቤቱ ደጃፍ ላይ የነበሩትን ሰዎች ከትንሹ አንስቶ እስከ ትልቁ ድረስ አሳወሯቸው፤ በዚህም የተነሳ ሰዎቹ በሩን ለማግኘት ሲዳክሩ ደከሙ።
"12  Then the men said to Lot: “Do you have anyone else here? Sons-in-law, your sons, your daughters, and all your people in the city, bring out of this place!",12  ከዚያም ሰዎቹ ሎጥን እንዲህ አሉት፦ “እዚህ የሚኖሩ ሌሎች ዘመዶች አሉህ? አማቾችህን፣ ወንዶችና ሴቶች ልጆችህን እንዲሁም በከተማዋ ውስጥ የሚኖር ዘመድ አዝማድህን በሙሉ ከዚህ ስፍራ ይዘህ ውጣ!
"13  For we are going to destroy this place, because the outcry against them has indeed grown great* before Jehovah,+ so that Jehovah sent us to destroy the city.”",13  ይህን ስፍራ ልናጠፋው ነው፤ ምክንያቱም ሕዝቦቿን በተመለከተ የሚሰማው ጩኸት በይሖዋ ፊት እየጨመረ ስለመጣ+ ይሖዋ ከተማዋን እንድናጠፋት ልኮናል።”
"14  So Lot went out and began to speak to his sons-in-law who were to marry his daughters, and he kept saying: “Get up! Get out of this place, because Jehovah will destroy the city!” But to his sons-in-law, he seemed to be joking.+ ",14  በመሆኑም ሎጥ ወጥቶ የሴት ልጆቹ እጮኛ የሆኑትን አማቾቹን “ተነሱ! ይሖዋ ከተማዋን ሊያጠፋት ስለሆነ ከዚህ ስፍራ ውጡ!” አላቸው። አማቾቹ ግን የሚያሾፍ መሰላቸው።+
"15  As dawn was breaking, the angels became urgent with Lot, saying: “Get up! Take your wife and your two daughters who are here with you, so that you will not be swept away in the error of the city!”+",15  ጎህ ሲቀድ መላእክቱ ሎጥን “ተነስ! በከተማዋ በደል የተነሳ እንዳትጠፋ ከአንተ ጋር ያሉትን ሚስትህንና ሁለቱን ሴቶች ልጆችህን ይዘህ ውጣ!” በማለት አቻኮሉት።+
"16  When he kept lingering, then because of Jehovah’s compassion for him,+ the men seized hold of his hand and the hand of his wife and the hands of his two daughters, and they brought him out and stationed him outside the city.+",16  ሎጥ በዘገየ ጊዜ ይሖዋ ስለራራለት+ ሰዎቹ የእሱን እጅ፣ የሚስቱን እጅና የሁለቱን ሴቶች ልጆቹን እጅ ይዘው ከከተማዋ አስወጡት።+
"17  As soon as they had brought them to the outskirts, he said: “Escape for your life!* Do not look behind you+ and do not stand still in any part of the district!+ Escape to the mountainous region so that you may not be swept away!” ",17  ልክ ከተማዋ ዳርቻ ላይ እንዳደረሷቸውም ከእነሱ አንዱ እንዲህ አለ፦ “ሕይወትህን* ለማትረፍ ሽሽ! ወደ ኋላህ እንዳትመለከት፤+ አውራጃውንም+ ለቀህ እስክትወጣ ድረስ የትኛውም ቦታ ላይ እንዳትቆም! እንዳትጠፋ ወደ ተራራማው አካባቢ ሽሽ!”
"18  Then Lot said to them: “Not there, please, Jehovah!",18  ከዚያም ሎጥ እንዲህ አላቸው፦ “እባክህ ይሖዋ፣ ወደዚያስ አልሂድ!
"19  Please, now, your servant has found favor in your eyes and you are showing great kindness* to me by preserving me* alive,+ but I am not able to flee to the mountainous region because I am afraid that disaster may overtake me and I will die.+",19  መቼም አገልጋይህ በፊትህ ሞገስ አግኝቷል፤ ሕይወቴን* በማትረፍ ታላቅ ደግነት* አሳይተኸኛል፤+ ሆኖም አደጋ እንዳይደርስብኝና እንዳልሞት ስለምፈራ+ ወደ ተራራማው አካባቢ ሸሽቼ ማምለጥ አልችልም።
"20  Please, now, this town is nearby and I can flee there; it is only a small place. May I, please, escape there? It is only a small place. Then I will survive.”*",20  እባክህ ይህች ከተማ ቅርብ ነች፤ ወደዚያ መሸሽ እችላለሁ፤ ትንሽ ስፍራ እኮ ናት። እባክህ፣ ወደዚያ መሸሽ እችላለሁ? ትንሽ ስፍራ እኮ ናት። እንደዚያ ከሆነ እተርፋለሁ።”*
"21  So he said to him: “Very well, I will also show you consideration+ by not overthrowing the town you speak of.+",21  እሱም እንዲህ አለው፦ “እሺ ይሁን፣ ያልካትን ከተማ ባለማጥፋት+ አሁንም አሳቢነት አሳይሃለሁ።+
"22  Hurry! Escape there, because I cannot do anything until you arrive there!”+ That is why he named the town Zoʹar.*+ ",22  ፍጠን! አንተ እዚያ እስክትደርስ ድረስ ምንም ነገር ማድረግ ስለማልችል+ ወደዚያ ሽሽ!” ከተማዋን ዞአር*+ ብሎ የሰየማት ለዚህ ነው።
23  The sun had risen over the land when Lot arrived at Zoʹar.,23  ሎጥ ዞአር ሲደርስ ፀሐይ በምድሩ ላይ ወጥታ ነበር።
"24  Then Jehovah made it rain sulfur and fire on Sodʹom and Go·morʹrah—it came from Jehovah, from the heavens.+",24  ከዚያም ይሖዋ በሰዶምና በገሞራ ላይ እሳትና ድኝ አዘነበ፤ ይህም የመጣው ከሰማይ ከይሖዋ ዘንድ ነው።+
"25  So he overthrew these cities, yes, the entire district, including all the inhabitants of the cities and the plants of the ground.+",25  እሱም እነዚህን ከተሞች ገለባበጠ፤ አዎ፣ የከተሞቹን ነዋሪዎችና የምድሪቱን ተክል+ ሁሉ ጨምሮ መላውን አውራጃ ገለባበጠ።
"26  But Lot’s wife, who was behind him, began to look back, and she became a pillar of salt.+ ",26  ሆኖም ከሎጥ በስተ ኋላ የነበረችው የሎጥ ሚስት ወደ ኋላ ዞራ መመልከት ጀመረች፤ እሷም የጨው ዓምድ ሆነች።+
27  Now Abraham got up early in the morning and went to the place where he had stood before Jehovah.+,27  አብርሃምም በማለዳ ተነሳ፤ ቀደም ሲል በይሖዋ ፊት ቆሞ ወደነበረበትም ስፍራ ሄደ።+
"28  When he looked down toward Sodʹom and Go·morʹrah and all the land of the district, he saw quite a sight. There was dense smoke rising from the land like the dense smoke of a kiln!+",28  ወደ ሰዶምና ወደ ገሞራ እንዲሁም በአውራጃው ውስጥ ወዳሉት ከተሞች በሙሉ ቁልቁል ሲያይም የሚያስገርም ነገር ተመለከተ። ከእቶን እንደሚወጣ ያለ የሚትጎለጎል ጭስ ከምድሩ እየተትጎለጎለ ይወጣ ነበር!+
"29  So when God destroyed the cities of the district, God kept Abraham in mind by sending Lot out from the cities he overthrew, the cities where Lot had been dwelling.+ ",29  አምላክ የአውራጃውን ከተሞች ባጠፋበት ጊዜ ሎጥ ይኖርባቸው ከነበሩትና አምላክ ካጠፋቸው ከተሞች ውስጥ ሎጥን በማውጣት አብርሃምን አሰበው።+
"30  Later Lot went up from Zoʹar with his two daughters and began living in the mountainous region,+ because he was afraid to live in Zoʹar.+ So he began living in a cave with his two daughters.",30  በኋላም ሎጥ በዞአር+ መኖር ስለፈራ ከዞአር ወጥቶ ከሁለቱ ሴቶች ልጆቹ ጋር በተራራማው አካባቢ መኖር ጀመረ።+ ስለዚህ ከሁለቱ ሴቶች ልጆቹ ጋር በዋሻ ውስጥ መኖር ጀመረ።
"31  And the firstborn said to the younger: “Our father is old, and there is not a man in the land to have relations with us according to the custom of the whole earth.",31  የመጀመሪያዋ ልጅ ታናሿን እንዲህ አለቻት፦ “አባታችን አርጅቷል፤ በመላው ምድር ላይ ባለው ልማድ መሠረት ከእኛ ጋር ግንኙነት የሚፈጽም ወንድ በዚህ አካባቢ የለም።
"32  Come, let us give our father wine to drink, and let us lie down with him and preserve offspring from our father.” ",32  ነይ፣ አባታችንን የወይን ጠጅ እናጠጣውና ከእሱ ጋር እንተኛ፤ እንዲህ በማድረግ ከአባታችን ዘር እናስቀር።”
"33  So that night they kept giving their father wine to drink; then the firstborn went in and lay down with her father, but he did not know when she lay down and when she got up.",33  በመሆኑም በዚያ ምሽት አባታቸውን ደጋግመው የወይን ጠጅ አጠጡት፤ ከዚያም የመጀመሪያዋ ልጅ ገብታ ከአባቷ ጋር ተኛች። እሱ ግን ስትተኛም ሆነ ስትነሣ አላወቀም።
"34  Then on the next day, the firstborn said to the younger: “Here I lay down with my father last night. Let us give him wine to drink tonight also. Then you go in and lie down with him, and let us preserve offspring from our father.”",34  በማግስቱም የመጀመሪያዋ ልጅ ታናሿን እንዲህ አለቻት፦ “ይኸው እኔ ትናንት ሌሊት ከአባቴ ጋር ተኝቻለሁ። ዛሬ ማታም የወይን ጠጅ እናጠጣው። ከዚያም አንቺ ገብተሽ ከእሱ ጋር ትተኚያለሽ። እንዲህ በማድረግ ከአባታችን ዘር እናስቀር።”
"35  So that night also, they repeatedly gave their father wine to drink; then the younger went and lay down with him, but he did not know when she lay down and when she got up.",35  በመሆኑም በዚያ ምሽትም አባታቸውን ደጋግመው የወይን ጠጅ አጠጡት፤ ከዚያም ታናሽየዋ ልጅ ሄዳ ከአባቷ ጋር ተኛች። እሱ ግን ስትተኛም ሆነ ስትነሳ አላወቀም።
36  So both daughters of Lot became pregnant by their father.,36  ስለሆነም ሁለቱም የሎጥ ሴቶች ልጆች ከአባታቸው ፀነሱ።
37  The firstborn gave birth to a son and named him Moʹab.+ He is the father of the Moʹab·ites of today.+,37  ታላቅየዋም ወንድ ልጅ ወለደች፤ ስሙንም ሞዓብ+ አለችው፤ እሱም ዛሬ ያሉት ሞዓባውያን አባት ነው።+
